label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
Caline,-334.50555419921875,80.36308288574219,31.960702896118164,38.601078033447266,-23.618663787841797,34.22026062011719,-17.425180435180664,8.843948364257812,4.115203380584717,-8.075695037841797,0.7571993470191956,3.719743013381958,5.627283573150635,0.6623979806900024,-7.163188457489014,7.367090702056885,-2.4408342838287354,2.3245904445648193,-3.707691192626953,-2.1697139739990234,5.025579929351807,0.8804561495780945,-3.478518486022949,1.610744595527649,-2.4286715984344482,0.3153514564037323,-5.681670188903809,-4.229938983917236,1.2874270677566528,-1.7557215690612793,-2.559058904647827,0.8817687630653381,1.578511118888855,3.304145097732544,1.2446444034576416,2.6018943786621094,1.9815504550933838,4.221858024597168,5.584458351135254,-1.753646969795227,9296.910137996496,0.05714165046811104
Caline,-260.5635995165376,43.89528464270559,31.947164550661153,27.32530299523584,-3.6767157064041225,17.53307531043726,-8.20242579074749,4.238915364037646,5.444781120470225,-7.263603176876093,2.376164498121461,0.15046509809432174,4.64050119297173,0.3120803636384149,-2.796510222363797,5.008211830356051,-0.9082258212278562,-0.06360853627683752,-2.08595250039443,-1.0021568845751527,4.038623333591464,-1.7686238382433914,-0.7946935745502427,1.6882353533580847,-2.3628931249442653,-1.0585679560365382,-4.0972215014534985,-2.9103849805333106,0.0023267419073286773,-2.8346953423642103,-0.644909791187617,0.45257130345559904,1.0839662966783619,2.685566169729562,1.0753231766998257,2.5668784873289594,3.1546724384696168,4.024618108225191,3.5389720747580045,0.9550737246433814,14615.309442537968,0.05810650438070297
Caline,-364.707275390625,71.70311737060547,40.607566833496094,18.3987979888916,-13.093483924865723,25.410640716552734,-21.74908447265625,17.80752182006836,-9.590774536132812,-1.0738104581832886,5.23484468460083,3.77463698387146,-0.549534261226654,-7.09948205947876,5.706784725189209,-0.2659808099269867,-3.037771463394165,0.6168317198753357,-1.121198058128357,4.870698928833008,-7.248313903808594,-3.5278844833374023,-0.9394202828407288,-4.338808059692383,-2.7763524055480957,-2.342179536819458,3.128162384033203,2.8385345935821533,-1.1405314207077026,6.5237812995910645,3.899120807647705,3.0156688690185547,2.0005745887756348,3.2607178688049316,2.6355581283569336,-0.04628033563494682,-0.3888830840587616,-2.553988218307495,4.418232440948486,-2.001286029815674,11273.034325715538,0.04127107933163643
Caline,-369.1016845703125,76.48371887207031,32.25546646118164,37.09592819213867,-22.565017700195312,32.74833297729492,-16.571386337280273,7.89838171005249,4.738630294799805,-9.2503080368042,1.3568086624145508,3.274648666381836,5.602326393127441,0.17575004696846008,-6.515021800994873,7.943570613861084,-1.0842616558074951,2.2058041095733643,-3.5821900367736816,-1.6185795068740845,5.062583923339844,0.4174180328845978,-3.4823858737945557,1.594355821609497,-2.554901599884033,-0.28904247283935547,-5.395570755004883,-3.9806833267211914,0.8554113507270813,-2.042569398880005,-2.309638738632202,0.835427463054657,1.446112036705017,3.3885326385498047,1.0777415037155151,2.2605185508728027,1.8448796272277832,3.797368288040161,5.012087345123291,-1.7574328184127808,9487.063279792445,0.04035980626940727
Caline,-378.7064208984375,83.84928131103516,20.36774253845215,55.950260162353516,-26.915782928466797,31.40331268310547,-2.8223249912261963,-5.623101234436035,12.468597412109375,-3.782010555267334,-6.474394798278809,-1.4332369565963745,0.08566270023584366,9.419756889343262,-1.8078378438949585,-4.531089782714844,4.651287078857422,-1.3042601346969604,5.138878345489502,-1.6870300769805908,-5.1120219230651855,0.9559321999549866,3.126418113708496,-2.0669546127319336,1.7585099935531616,-1.566574215888977,2.2721762657165527,3.0040335655212402,-4.0074639320373535,-2.399139404296875,-0.9207602739334106,-1.9319859743118286,-2.8222782611846924,-2.5991125106811523,-3.3902204036712646,0.811420202255249,-0.7053539156913757,4.7349090576171875,-2.0861337184906006,0.46566715836524963,8123.853679906542,0.0381842702627182
Caline,-333.5326232910156,81.45829010009766,32.191551208496094,38.63764190673828,-23.71978187561035,34.26788330078125,-17.50218391418457,8.779284477233887,4.0236005783081055,-8.039950370788574,0.806511640548706,3.8289458751678467,5.689256191253662,0.7285425066947937,-7.170216083526611,7.415438175201416,-2.43973708152771,2.3863022327423096,-3.685337543487549,-2.1832358837127686,5.00567102432251,0.9194030165672302,-3.4142000675201416,1.6795181035995483,-2.3635013103485107,0.38877689838409424,-5.641144275665283,-4.181900978088379,1.2795008420944214,-1.816869854927063,-2.6559736728668213,0.834729790687561,1.5331023931503296,3.230699300765991,1.2069103717803955,2.571377992630005,1.9586881399154663,4.220971584320068,5.578784465789795,-1.7590385675430298,9444.724508980724,0.0571182481944561
Caline,-369.5558776855469,80.36308288574219,31.96070098876953,38.60107421875,-23.618667602539062,34.22026062011719,-17.42517852783203,8.843948364257812,4.115202903747559,-8.075695037841797,0.7571981549263,3.7197437286376953,5.627282619476318,0.6623982787132263,-7.163188457489014,7.367091178894043,-2.4408342838287354,2.3245906829833984,-3.7076921463012695,-2.1697137355804443,5.025579929351807,0.8804566860198975,-3.4785189628601074,1.610744595527649,-2.4286715984344482,0.31535211205482483,-5.681670665740967,-4.229938983917236,1.2874274253845215,-1.755721926689148,-2.559058904647827,0.8817691802978516,1.5785104036331177,3.304145097732544,1.2446444034576416,2.6018943786621094,1.9815499782562256,4.221858024597168,5.584458351135254,-1.7536466121673584,9296.910137996496,0.03999915346503258
Caline,-584.1683349609375,63.766536712646484,18.955101013183594,26.643125534057617,-2.568119764328003,24.50130271911621,-8.996262550354004,16.213956832885742,7.762970447540283,-5.238753795623779,-2.453653335571289,1.0356287956237793,-1.2040235996246338,-0.8458807468414307,-11.341395378112793,-0.35531800985336304,-0.24567575752735138,-1.2455285787582397,-2.0272927284240723,0.6112534999847412,-3.1631219387054443,-1.3339906930923462,-0.8145959377288818,1.4144023656845093,-3.0584800243377686,-0.49654421210289,-4.887356758117676,-1.0841666460037231,1.9584581851959229,-2.8880202770233154,-2.156287908554077,-1.2222676277160645,-1.6720644235610962,-0.26180270314216614,-1.488349437713623,-0.257244735956192,2.5061213970184326,-1.396386742591858,1.3135327100753784,-1.0672894716262817,11540.987356085527,0.0063428631983697414
Caline,-334.8723246318178,3.08547411768211,2.3922931514488432,4.177672050886776,-0.9144476615685729,4.21559395073218,-0.1870692016286832,1.8235309442246657,2.10858536157451,-1.9727491323393853,-0.4012254144086257,-1.7941941322029549,-0.144255102718833,-1.1420527927003805,-2.769468705808849,-0.5550683344606473,-1.0393946937542082,-2.807133436125627,-2.5964769765266302,-1.564285106014053,-2.0093561064115972,-2.1240398593409946,-1.0770448340243195,-1.3046641938967498,-1.9934639957770808,-1.4782703214979085,-1.6365919486870832,-1.4668767641641065,-0.013337787031742406,-0.9480300622377091,-0.6902732958496826,-0.3960113722530989,-0.608467502200444,-0.2217919166810462,-0.06524125740358364,0.6234606281471732,0.9686891165039353,0.9845223335489255,1.1369451697128483,0.5382108956118009,17914.92341694079,0.009642140008509159
Caline,-618.59130859375,59.20170974731445,24.271150588989258,17.580787658691406,3.6700429916381836,18.39115333557129,-7.260837554931641,20.706769943237305,-8.127960205078125,-5.5549774169921875,-0.8079625964164734,-1.8240247964859009,-3.6668012142181396,-7.72322416305542,-1.0100058317184448,3.5779800415039062,-4.495711326599121,-0.3401199281215668,-1.8903758525848389,-2.1451327800750732,-1.319683313369751,0.7978495955467224,-3.5161874294281006,-3.727316379547119,-1.044575810432434,-1.8809971809387207,0.8519144058227539,-3.163917064666748,-4.463419437408447,2.289459705352783,-0.5478985905647278,0.6138826012611389,-0.7871303558349609,-0.2228514552116394,0.11860714107751846,-1.9351330995559692,0.7639182806015015,0.4541124999523163,-0.37632545828819275,1.1801456212997437,13168.606085526315,0.0038560093380510807
